player_name,player_team,position,injury_status,league_team,minutes,free_throws_made,free_throws_attempted,free_throw_percentage,three_pointer,rebounds,assists,steals,blocks,points
Kyle Korver,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Zaza Pachulia,GS,C,"","",--,--,--,--,--,--,--,--,--,--
Kendrick Perkins,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Leandro Barbosa,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Boris Diaw,Utah,PF,"","",--,--,--,--,--,--,--,--,--,--
David West,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Mo Williams,Atl,PG,"","",--,--,--,--,--,--,--,--,--,--
Udonis Haslem,Mia,PF,"","",--,--,--,--,--,--,--,--,--,--
Tony Allen,Nor,SG,DTD,"",--,--,--,--,--,--,--,--,--,--
Devin Harris,Dal,PG,"","",--,--,--,--,--,--,--,--,--,--
Dwight Howard,Cha,C,"",LEED,--,--,--,--,--,--,--,--,--,--
Andre Iguodala,GS,SF,DTD,"",--,--,--,--,--,--,--,--,--,--
Al Jefferson,Ind,C,"","",--,--,--,--,--,--,--,--,--,--
Kevin Martin,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Josh Smith,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Anderson Varejao,GS,C,"","",--,--,--,--,--,--,--,--,--,--
Sasha Vujacic,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Trevor Ariza,Hou,SF,"",STIP,--,--,--,--,--,--,--,--,--,--
Luol Deng,LAL,SF,"","",--,--,--,--,--,--,--,--,--,--
Kris Humphries,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Jameer Nelson,Nor,PG,"","",--,--,--,--,--,--,--,--,--,--
JR Smith,Cle,SG,DTD,"",--,--,--,--,--,--,--,--,--,--
Beno Udrih,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Damien Wilkins,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Brandon Bass,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Andrew Bogut,LAL,C,"","",--,--,--,--,--,--,--,--,--,--
Monta Ellis,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Raymond Felton,OKC,PG,"","",--,--,--,--,--,--,--,--,--,--
Channing Frye,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
Marcin Gortat,Wsh,C,"",STIP,--,--,--,--,--,--,--,--,--,--
Gerald Green,Mil,SF,"","",--,--,--,--,--,--,--,--,--,--
Jarrett Jack,NY,PG,"",LEED,--,--,--,--,--,--,--,--,--,--
Amir Johnson,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
David Lee,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Ian Mahinmi,Wsh,C,"","",--,--,--,--,--,--,--,--,--,--
CJ Miles,Tor,SF,DTD,"",--,--,--,--,--,--,--,--,--,--
Chris Paul,Hou,PG,"",WEIS,--,--,--,--,--,--,--,--,--,--
Nate Robinson,Nor,PG,"","",--,--,--,--,--,--,--,--,--,--
Charlie Villanueva,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Marvin Williams,Cha,SF,"","",--,--,--,--,--,--,--,--,--,--
Deron Williams,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Lou Williams,LAC,PG,"",JLEE,--,--,--,--,--,--,--,--,--,--
Jose Calderon,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Ronnie Price,Pho,PG,"","",--,--,--,--,--,--,--,--,--,--
Chuck Hayes,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
LaMarcus Aldridge,SA,PF,"",WEIS,--,--,--,--,--,--,--,--,--,--
Andrea Bargnani,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Farmar,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Randy Foye,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Rudy Gay,SA,SF,"",FERA,--,--,--,--,--,--,--,--,--,--
Ryan Hollins,Wsh,C,"","",--,--,--,--,--,--,--,--,--,--
Kyle Lowry,Tor,PG,"",AUST,--,--,--,--,--,--,--,--,--,--
Paul Millsap*,Den,PF,O,STIP,--,--,--,--,--,--,--,--,--,--
Steve Novak,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
JJ Redick,Phi,SG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Sergio Rodriguez,Phi,PG,"","",--,--,--,--,--,--,--,--,--,--
Rajon Rondo,Nor,PG,"",BOYD,--,--,--,--,--,--,--,--,--,--
Thabo Sefolosha,Utah,SG,"","",--,--,--,--,--,--,--,--,--,--
Lou Amundson,NY,PF,"","",--,--,--,--,--,--,--,--,--,--
J.J. Barea,Dal,PG,"",JCOH,--,--,--,--,--,--,--,--,--,--
Arron Afflalo,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Marco Belinelli,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Corey Brewer,LAL,SF,"","",--,--,--,--,--,--,--,--,--,--
Aaron Brooks,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
Wilson Chandler,Den,SF,DTD,"",--,--,--,--,--,--,--,--,--,--
Mike Conley*,Mem,PG,O,JLEE,--,--,--,--,--,--,--,--,--,--
Jared Dudley,Pho,SF,"","",--,--,--,--,--,--,--,--,--,--
Kevin Durant*,GS,SF,O,JCOH,--,--,--,--,--,--,--,--,--,--
Jeff Green,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Spencer Hawes,Mil,C,"","",--,--,--,--,--,--,--,--,--,--
Al Horford,Bos,C,"",BOYD,--,--,--,--,--,--,--,--,--,--
Carl Landry,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Josh McRoberts*,Dal,PF,O,"",--,--,--,--,--,--,--,--,--,--
Joakim Noah,NY,C,DTD,"",--,--,--,--,--,--,--,--,--,--
Ramon Sessions,NY,PG,"","",--,--,--,--,--,--,--,--,--,--
Jason Smith,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Rodney Stuckey,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Brandan Wright*,Mem,PF,O,"",--,--,--,--,--,--,--,--,--,--
Nick Young,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Thaddeus Young,Ind,SF,"",JCOH,--,--,--,--,--,--,--,--,--,--
Joel Anthony,Mil,C,"","",--,--,--,--,--,--,--,--,--,--
C.J. Watson,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Marc Gasol,Mem,C,"",BCOH,--,--,--,--,--,--,--,--,--,--
Anthony Tolliver,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Alexis Ajinca*,Nor,C,O,"",--,--,--,--,--,--,--,--,--,--
Ryan Anderson,Hou,PF,"",AUST,--,--,--,--,--,--,--,--,--,--
Darrell Arthur,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Omer Asik*,Nor,C,O,"",--,--,--,--,--,--,--,--,--,--
D.J. Augustin,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Nicolas Batum,Cha,SF,"",WEIS,--,--,--,--,--,--,--,--,--,--
Jerryd Bayless,Phi,PG,"","",--,--,--,--,--,--,--,--,--,--
Michael Beasley,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Mario Chalmers,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Goran Dragic,Mia,PG,"",LEED,--,--,--,--,--,--,--,--,--,--
Danilo Gallinari*,LAC,SF,O,"",--,--,--,--,--,--,--,--,--,--
Eric Gordon,Hou,SG,"",AUST,--,--,--,--,--,--,--,--,--,--
Roy Hibbert,Den,C,"","",--,--,--,--,--,--,--,--,--,--
JJ Hickson,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
George Hill,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Serge Ibaka,Tor,PF,"",STIP,--,--,--,--,--,--,--,--,--,--
DeAndre Jordan,LAC,C,"",JCOH,--,--,--,--,--,--,--,--,--,--
Kosta Koufos,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Courtney Lee,NY,SG,"",STIP,--,--,--,--,--,--,--,--,--,--
Robin Lopez,Chi,C,"","",--,--,--,--,--,--,--,--,--,--
Brook Lopez,LAL,C,"",WEIS,--,--,--,--,--,--,--,--,--,--
Kevin Love,Cle,PF,"",AUST,--,--,--,--,--,--,--,--,--,--
O.J. Mayo,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Luc Mbah a Moute,Hou,SF,"","",--,--,--,--,--,--,--,--,--,--
JaVale McGee,GS,C,"","",--,--,--,--,--,--,--,--,--,--
Nikola Pekovic*,Min,C,O,"",--,--,--,--,--,--,--,--,--,--
Derrick Rose*,Cle,PG,O,"",--,--,--,--,--,--,--,--,--,--
Brandon Rush,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Marreese Speights,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Jason Thompson,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Sonny Weems,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Russell Westbrook,OKC,PG,"",FERA,--,--,--,--,--,--,--,--,--,--
Bobby Brown,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Morrow,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Sasha Kaun,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Shaun Livingston,GS,PG,"","",--,--,--,--,--,--,--,--,--,--
John Lucas III,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
Omri Casspi,GS,SF,"","",--,--,--,--,--,--,--,--,--,--
DeJuan Blair,Pho,C,"","",--,--,--,--,--,--,--,--,--,--
Chase Budinger,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
DeMarre Carroll,Bkn,SF,DTD,AUST,--,--,--,--,--,--,--,--,--,--
Darren Collison,Ind,PG,"",BOYD,--,--,--,--,--,--,--,--,--,--
Stephen Curry,GS,PG,DTD,WEIS,--,--,--,--,--,--,--,--,--,--
DeMar DeRozan,Tor,SG,DTD,WEIS,--,--,--,--,--,--,--,--,--,--
Toney Douglas,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Wayne Ellington,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Tyreke Evans,Mem,SF,"",WEIS,--,--,--,--,--,--,--,--,--,--
Taj Gibson,Min,PF,"",JLEE,--,--,--,--,--,--,--,--,--,--
Blake Griffin,LAC,PF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Tyler Hansbrough,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
James Harden,Hou,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Gerald Henderson*,Phi,SG,O,"",--,--,--,--,--,--,--,--,--,--
Jordan Hill,Min,PF,"","",--,--,--,--,--,--,--,--,--,--
Jrue Holiday,Nor,PG,"",SANF,--,--,--,--,--,--,--,--,--,--
Brandon Jennings,Wsh,PG,"","",--,--,--,--,--,--,--,--,--,--
Jonas Jerebko,Utah,SF,"","",--,--,--,--,--,--,--,--,--,--
James Johnson,Mia,SF,"",WEIS,--,--,--,--,--,--,--,--,--,--
Ty Lawson,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Jodie Meeks,Wsh,SG,"","",--,--,--,--,--,--,--,--,--,--
Jeff Teague,Min,PG,DTD,STIP,--,--,--,--,--,--,--,--,--,--
Marcus Thornton,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Ersan Ilyasova,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Danny Green,SA,SG,"",JLEE,--,--,--,--,--,--,--,--,--,--
Dante Cunningham,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Jeff Ayres,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Garrett Temple,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Wesley Matthews,Dal,SG,DTD,WEIS,--,--,--,--,--,--,--,--,--,--
Patrick Beverley*,LAC,PG,O,"",--,--,--,--,--,--,--,--,--,--
Ricky Rubio,Utah,PG,"",JLEE,--,--,--,--,--,--,--,--,--,--
Patty Mills,SA,PG,"","",--,--,--,--,--,--,--,--,--,--
Reggie Williams,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Alonzo Gee,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
John Wall*,Wsh,PG,O,JCOH,--,--,--,--,--,--,--,--,--,--
Eric Bledsoe,Mil,PG,"",AUST,--,--,--,--,--,--,--,--,--,--
Evan Turner,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Avery Bradley,Det,SG,"",JCOH,--,--,--,--,--,--,--,--,--,--
James Anderson,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Jordan Crawford,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Lance Stephenson,Ind,SG,"","",--,--,--,--,--,--,--,--,--,--
Wesley Johnson,LAC,SF,"",JLEE,--,--,--,--,--,--,--,--,--,--
Al-Farouq Aminu*,Por,SF,O,FERA,--,--,--,--,--,--,--,--,--,--
Gordon Hayward*,Bos,SG,O,"",--,--,--,--,--,--,--,--,--,--
Luke Babbitt*,Atl,SF,O,"",--,--,--,--,--,--,--,--,--,--
Paul George,OKC,SF,DTD,LEED,--,--,--,--,--,--,--,--,--,--
Quincy Pondexter,Chi,SF,"","",--,--,--,--,--,--,--,--,--,--
Derrick Favors,Utah,PF,"",AUST,--,--,--,--,--,--,--,--,--,--
DeMarcus Cousins,Nor,C,"",FERA,--,--,--,--,--,--,--,--,--,--
Ed Davis,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Greg Monroe,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Ekpe Udoh,Utah,C,"","",--,--,--,--,--,--,--,--,--,--
Hassan Whiteside,Mia,PF,"",STIP,--,--,--,--,--,--,--,--,--,--
Patrick Patterson,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Larry Sanders,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Cole Aldrich,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Nemanja Bjelica,Min,SF,DTD,"",--,--,--,--,--,--,--,--,--,--
Trevor Booker,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Tibor Pleiss,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Kevin Seraphin,Ind,C,"","",--,--,--,--,--,--,--,--,--,--
Greivis Vasquez,Bkn,PG,"","",--,--,--,--,--,--,--,--,--,--
Elliot Williams,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Jeremy Evans,Atl,SF,"","",--,--,--,--,--,--,--,--,--,--
Tiago Splitter,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Timofey Mozgov,Bkn,C,"","",--,--,--,--,--,--,--,--,--,--
Jeremy Lin*,Bkn,PG,O,"",--,--,--,--,--,--,--,--,--,--
Gary Neal,Atl,PG,"","",--,--,--,--,--,--,--,--,--,--
Donald Sloan,Wsh,PG,"","",--,--,--,--,--,--,--,--,--,--
Ish Smith,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Elijah Millsap,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Manny Harris,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Bojan Bogdanovic,Ind,SG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Lavoy Allen,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Davis Bertans,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
Bismack Biyombo,Orl,C,"","",--,--,--,--,--,--,--,--,--,--
Alec Burks,Utah,SG,"","",--,--,--,--,--,--,--,--,--,--
Jimmy Butler,Min,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Norris Cole,OKC,PG,"","",--,--,--,--,--,--,--,--,--,--
Kenneth Faried,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Jimmer Fredette,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Andrew Goudelock,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Jordan Hamilton,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Justin Harper,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Tobias Harris,Det,PF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Kyrie Irving,Bos,PG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Reggie Jackson,Det,PG,"",SANF,--,--,--,--,--,--,--,--,--,--
Cory Joseph,Ind,PG,"","",--,--,--,--,--,--,--,--,--,--
Enes Kanter,NY,C,DTD,JCOH,--,--,--,--,--,--,--,--,--,--
Brandon Knight*,Pho,PG,O,"",--,--,--,--,--,--,--,--,--,--
Kawhi Leonard*,SA,SF,O,JLEE,--,--,--,--,--,--,--,--,--,--
Jon Leuer,Det,PF,DTD,"",--,--,--,--,--,--,--,--,--,--
DeAndre Liggins,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Shelvin Mack,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Nikola Mirotic*,Chi,PF,O,"",--,--,--,--,--,--,--,--,--,--
E'Twaun Moore,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Markieff Morris,Wsh,PF,"",FERA,--,--,--,--,--,--,--,--,--,--
Marcus Morris,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Donatas Motiejunas,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Chandler Parsons,Mem,SF,DTD,"",--,--,--,--,--,--,--,--,--,--
Iman Shumpert,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Kyle Singler,OKC,SF,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Thomas*,Cle,PG,O,BOYD,--,--,--,--,--,--,--,--,--,--
Tristan Thompson*,Cle,PF,O,"",--,--,--,--,--,--,--,--,--,--
Klay Thompson,GS,SG,"",LEED,--,--,--,--,--,--,--,--,--,--
Jonas Valanciunas,Tor,C,"","",--,--,--,--,--,--,--,--,--,--
Nikola Vucevic,Orl,C,"",LEED,--,--,--,--,--,--,--,--,--,--
Kemba Walker,Cha,PG,DTD,LEED,--,--,--,--,--,--,--,--,--,--
Derrick Williams,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
Lance Thomas,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Greg Smith,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Julyan Stone*,Cha,PG,O,"",--,--,--,--,--,--,--,--,--,--
Alan Anderson,LAC,SF,"","",--,--,--,--,--,--,--,--,--,--
Kostas Papanikolaou,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Quincy Acy,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Furkan Aldemir,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Harrison Barnes,Dal,SF,"",FERA,--,--,--,--,--,--,--,--,--,--
Will Barton,Den,SG,"","",--,--,--,--,--,--,--,--,--,--
Bradley Beal,Wsh,SG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Jae Crowder,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Jared Cunningham,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Davis,Nor,PF,"",LEED,--,--,--,--,--,--,--,--,--,--
Andre Drummond,Det,C,"",BCOH,--,--,--,--,--,--,--,--,--,--
Festus Ezeli*,Por,C,O,"",--,--,--,--,--,--,--,--,--,--
Evan Fournier,Orl,SG,"",LEED,--,--,--,--,--,--,--,--,--,--
Draymond Green,GS,SF,"",BCOH,--,--,--,--,--,--,--,--,--,--
Justin Hamilton,Bkn,C,"","",--,--,--,--,--,--,--,--,--,--
Maurice Harkless,Por,SF,"","",--,--,--,--,--,--,--,--,--,--
John Henson,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
John Jenkins,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Orlando Johnson,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Terrence Jones,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Michael Kidd-Gilchrist,Cha,SF,"","",--,--,--,--,--,--,--,--,--,--
Jeremy Lamb,Cha,SG,"",STIP,--,--,--,--,--,--,--,--,--,--
Meyers Leonard,Por,C,"","",--,--,--,--,--,--,--,--,--,--
Damian Lillard,Por,PG,"",JLEE,--,--,--,--,--,--,--,--,--,--
Kendall Marshall,Mil,PG,"","",--,--,--,--,--,--,--,--,--,--
Khris Middleton,Mil,SF,"",FERA,--,--,--,--,--,--,--,--,--,--
Darius Miller,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Andrew Nicholson,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Kyle O'Quinn,NY,PF,"","",--,--,--,--,--,--,--,--,--,--
Miles Plumlee,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Austin Rivers,LAC,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Thomas Robinson,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Terrence Ross,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Robert Sacre,Nor,C,"","",--,--,--,--,--,--,--,--,--,--
Tomas Satoransky,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Mike Scott,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Jared Sullinger,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Dion Waiters,Mia,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Tony Wroten,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Tyler Zeller,Bkn,C,"","",--,--,--,--,--,--,--,--,--,--
Hollis Thompson,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Mirza Teletovic*,Mil,PF,O,"",--,--,--,--,--,--,--,--,--,--
Chris Copeland,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Pablo Prigioni,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Kent Bazemore,Atl,SG,"",AUST,--,--,--,--,--,--,--,--,--,--
PJ Tucker,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Brian Roberts,Cha,PG,"","",--,--,--,--,--,--,--,--,--,--
Henry Sims,Utah,C,"","",--,--,--,--,--,--,--,--,--,--
Chris Johnson,Hou,SF,"","",--,--,--,--,--,--,--,--,--,--
Aron Baynes,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Justin Holiday,Chi,SG,"",BOYD,--,--,--,--,--,--,--,--,--,--
Willie Reed,LAC,SF,"","",--,--,--,--,--,--,--,--,--,--
Jeff Withey,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Ryan Kelly,Atl,SF,"","",--,--,--,--,--,--,--,--,--,--
Mason Plumlee,Den,PF,DTD,"",--,--,--,--,--,--,--,--,--,--
Erick Green,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Solomon Hill*,Nor,SF,O,"",--,--,--,--,--,--,--,--,--,--
Kelly Olynyk,Mia,C,"","",--,--,--,--,--,--,--,--,--,--
Mike Muscala,Atl,C,DTD,"",--,--,--,--,--,--,--,--,--,--
CJ McCollum,Por,PG,"",STIP,--,--,--,--,--,--,--,--,--,--
Isaiah Canaan,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Robert Covington,Phi,PF,"",JLEE,--,--,--,--,--,--,--,--,--,--
Nate Wolters,Utah,PG,"","",--,--,--,--,--,--,--,--,--,--
Victor Oladipo,Ind,SG,DTD,LEED,--,--,--,--,--,--,--,--,--,--
Tim Hardaway Jr.,NY,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Tony Snell,Mil,SF,"","",--,--,--,--,--,--,--,--,--,--
Ray McCallum,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Reggie Bullock,Det,SG,"","",--,--,--,--,--,--,--,--,--,--
Lorenzo Brown,Tor,PG,"","",--,--,--,--,--,--,--,--,--,--
Andre Roberson,OKC,SF,"","",--,--,--,--,--,--,--,--,--,--
Allen Crabbe,Bkn,SG,DTD,"",--,--,--,--,--,--,--,--,--,--
Gorgui Dieng,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Pierre Deshawn Jackson,Dal,PG,"","",--,--,--,--,--,--,--,--,--,--
Ben McLemore,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Cody Zeller,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
Trey Burke,NY,PG,"","",--,--,--,--,--,--,--,--,--,--
James Ennis III,Mem,SF,"","",--,--,--,--,--,--,--,--,--,--
Kentavious Caldwell-Pope,LAL,SG,"",BOYD,--,--,--,--,--,--,--,--,--,--
