player_name,player_team,position,injury_status,league_team,minutes,free_throws_made,free_throws_attempted,free_throw_percentage,three_pointer,rebounds,assists,steals,blocks,points
George Hill,Uta,PG,"",WEIS,--,--,--,--,--,--,--,--,--,--
Robin Lopez,Chi,C,"",WEIS,--,--,--,--,--,--,--,--,--,--
Brook Lopez,Bkn,C,"",STIP,--,--,--,--,--,--,--,--,--,--
Kevin Love,Cle,PF,"",SANF,--,--,--,--,--,--,--,--,--,--
O.J. Mayo,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Nikola Pekovic*,Min,C,O,"",--,--,--,--,--,--,--,--,--,--
Brandon Rush,Min,SG,"","",--,--,--,--,--,--,--,--,--,--
Jason Thompson,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Henry Walker,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Sonny Weems,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Russell Westbrook,OKC,PG,"",LEED,--,--,--,--,--,--,--,--,--,--
D.J. White,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Bobby Brown,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Morrow,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Sasha Kaun,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Trey Johnson,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
John Lucas III,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
Cartier Martin,Det,SF,"","",--,--,--,--,--,--,--,--,--,--
Pops Mensah-Bonsu,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Omri Casspi,Sac,SF,"","",--,--,--,--,--,--,--,--,--,--
DeJuan Blair,Pho,C,"","",--,--,--,--,--,--,--,--,--,--
Chase Budinger,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Earl Clark,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Austin Daye,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Toney Douglas,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Wayne Ellington,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Tyreke Evans,Nor,SF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Taj Gibson,Chi,PF,"","",--,--,--,--,--,--,--,--,--,--
Blake Griffin*,LAC,PF,O,BOYD,--,--,--,--,--,--,--,--,--,--
Tyler Hansbrough,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Hill,Min,PF,"","",--,--,--,--,--,--,--,--,--,--
Hasheem Thabeet,FA,C,"","",--,--,--,--,--,--,--,--,--,--
Marcus Thornton,Wsh,SG,"","",--,--,--,--,--,--,--,--,--,--
A.J. Price,Pho,PG,"","",--,--,--,--,--,--,--,--,--,--
Jeff Ayres,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Dionte Christmas,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Wesley Matthews,Dal,SG,"",JCOH,--,--,--,--,--,--,--,--,--,--
Jerel McNeal,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Lester Hudson,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Nick Calathes,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Victor Claver,Den,SF,"","",--,--,--,--,--,--,--,--,--,--
Ricky Rubio,Min,PG,"",LEED,--,--,--,--,--,--,--,--,--,--
Reggie Williams,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Othyus Jeffers,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
Alonzo Gee,Den,SF,"","",--,--,--,--,--,--,--,--,--,--
Greg Stiemsma,Por,C,"","",--,--,--,--,--,--,--,--,--,--
John Wall,Wsh,PG,"",JCOH,--,--,--,--,--,--,--,--,--,--
Eric Bledsoe,Pho,PG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Evan Turner,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Xavier Henry,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
James Anderson,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Lance Stephenson*,Nor,SG,O,"",--,--,--,--,--,--,--,--,--,--
Al-Farouq Aminu,Por,SF,"","",--,--,--,--,--,--,--,--,--,--
Damion James,FA,SF,"","",--,--,--,--,--,--,--,--,--,--
Quincy Pondexter*,Nor,SF,O,"",--,--,--,--,--,--,--,--,--,--
Derrick Favors,Uta,PF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Ivan Johnson,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Julyan Stone,Ind,PG,"","",--,--,--,--,--,--,--,--,--,--
Kostas Papanikolaou,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Quincy Acy,Dal,SF,"","",--,--,--,--,--,--,--,--,--,--
Furkan Aldemir,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Harrison Barnes,Dal,SF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Bradley Beal,Wsh,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Jared Cunningham,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Andre Drummond,Det,C,"",LEED,--,--,--,--,--,--,--,--,--,--
Kim English,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
Festus Ezeli*,Por,C,O,"",--,--,--,--,--,--,--,--,--,--
Bernard James,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
John Jenkins,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Orlando Johnson,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Perry Jones,Bos,SF,"","",--,--,--,--,--,--,--,--,--,--
Ognjen Kuzmic,GS,C,"","",--,--,--,--,--,--,--,--,--,--
Doron Lamb,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
Kendall Marshall,Phi,PG,"","",--,--,--,--,--,--,--,--,--,--
Khris Middleton*,Mil,SF,O,"",--,--,--,--,--,--,--,--,--,--
Darius Miller,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Quincy Miller,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Arnett Moultrie,NY,PF,"","",--,--,--,--,--,--,--,--,--,--
Kevin Murphy,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Andrew Nicholson,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Miles Plumlee,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Thomas Robinson,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Robert Sacre,Nor,C,"","",--,--,--,--,--,--,--,--,--,--
Tomas Satoransky,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Mike Scott,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Jared Sullinger*,Tor,PF,O,"",--,--,--,--,--,--,--,--,--,--
Marquis Teague,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Dion Waiters,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Tony Wroten,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Tyler Zeller*,Bos,C,O,"",--,--,--,--,--,--,--,--,--,--
Chris Copeland,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Pablo Prigioni,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Alexey Shved,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Kent Bazemore,Atl,SG,"",BCOH,--,--,--,--,--,--,--,--,--,--
P.J. Tucker,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Brian Roberts,Cha,PG,"","",--,--,--,--,--,--,--,--,--,--
Joel Freeland,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Henry Sims,Uta,C,"","",--,--,--,--,--,--,--,--,--,--
Ben Hansbrough,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Diante Garrett,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Kevin Jones,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Chris Johnson,Uta,SF,"","",--,--,--,--,--,--,--,--,--,--
Aron Baynes,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Ryan Kelly,Atl,SF,"","",--,--,--,--,--,--,--,--,--,--
Glen Rice Jr.,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Erick Green,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Peyton Siva,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Erik Jay Murphy,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Mike Muscala,Atl,C,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Canaan,Chi,PG,"","",--,--,--,--,--,--,--,--,--,--
Nate Wolters,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Victor Oladipo,OKC,SG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Tim Hardaway Jr.,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Jamaal Franklin,Den,SG,"","",--,--,--,--,--,--,--,--,--,--
Ray McCallum,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Reggie Bullock*,Det,SG,O,"",--,--,--,--,--,--,--,--,--,--
Lorenzo Brown,Det,PG,"","",--,--,--,--,--,--,--,--,--,--
Andre Roberson,OKC,SF,"",BCOH,--,--,--,--,--,--,--,--,--,--
Carrick Felix,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
Gorgui Dieng,Min,C,"",STIP,--,--,--,--,--,--,--,--,--,--
Pierre Jackson,Dal,PG,"","",--,--,--,--,--,--,--,--,--,--
Trey Burke,Wsh,PG,"","",--,--,--,--,--,--,--,--,--,--
Kentavious Caldwell-Pope,Det,SG,"",JLEE,--,--,--,--,--,--,--,--,--,--
Tony Mitchell,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Otto Porter Jr.,Wsh,SF,"",STIP,--,--,--,--,--,--,--,--,--,--
Alex Len,Pho,C,"","",--,--,--,--,--,--,--,--,--,--
Michael Carter-Williams,Chi,PG,"","",--,--,--,--,--,--,--,--,--,--
Shane Larkin,Bkn,PG,"","",--,--,--,--,--,--,--,--,--,--
Nemanja Nedovic,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Sergey Karasev,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Joffrey Lauvergne,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Grant Jerrett,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Ricky Ledo,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Steven Adams,OKC,C,"",FERA,--,--,--,--,--,--,--,--,--,--
Archie Goodwin,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Shabazz Muhammad,Min,SF,"","",--,--,--,--,--,--,--,--,--,--
Alex Abrines,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Dennis Schroder,Atl,PG,"",JLEE,--,--,--,--,--,--,--,--,--,--
Gal Mekel,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Phil Pressey,GS,PG,"","",--,--,--,--,--,--,--,--,--,--
Vitor Faverani,Bos,C,"","",--,--,--,--,--,--,--,--,--,--
Miroslav Raduljica,Min,C,"","",--,--,--,--,--,--,--,--,--,--
Arinze Onuaku,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Seth Curry,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
James Southerland,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Eric Griffin,Det,SF,"","",--,--,--,--,--,--,--,--,--,--
Toure' Murry,Min,SF,"","",--,--,--,--,--,--,--,--,--,--
Larry Drew II,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Patrick Christopher,Uta,SG,"","",--,--,--,--,--,--,--,--,--,--
Kalin Lucas,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Dee Bost,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Rodney McGruder,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Vander Blue,LAL,SG,"","",--,--,--,--,--,--,--,--,--,--
Adonis Thomas,Det,SG,"","",--,--,--,--,--,--,--,--,--,--
Chris Babb,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Brandon Davies,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Jorge Gutierrez,Bkn,PG,"","",--,--,--,--,--,--,--,--,--,--
Scotty Hopson,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
Lamar Patterson,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Cory Jefferson,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
CJ Wilcox,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Devyn Marble,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Cameron Bairstow,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Alec Brown,FA,C,"","",--,--,--,--,--,--,--,--,--,--
Doug McDermott,Chi,SF,"","",--,--,--,--,--,--,--,--,--,--
Markel Brown,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Russ Smith,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Adreian Payne,Min,PF,"","",--,--,--,--,--,--,--,--,--,--
Josh Huestis,OKC,SF,"","",--,--,--,--,--,--,--,--,--,--
Dwight Powell,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan McRae,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
K.J. McDaniels,Hou,SF,"","",--,--,--,--,--,--,--,--,--,--
DeAndre Daniels,FA,SF,"","",--,--,--,--,--,--,--,--,--,--
Nick Johnson,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Johnny O'Bryant III,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
P.J. Hairston,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Jarnell Stokes,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
TJ Warren,Pho,SF,"",JLEE,--,--,--,--,--,--,--,--,--,--
Semaj Christon,OKC,PG,"","",--,--,--,--,--,--,--,--,--,--
Mitch McGary,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Jerami Grant,OKC,SF,"","",--,--,--,--,--,--,--,--,--,--
Cleanthony Early,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Adams,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Kyle Anderson,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Walter Tavares,Atl,C,"","",--,--,--,--,--,--,--,--,--,--
Louis Labeyrie,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Ennis,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Andrew Wiggins,Min,SG,"",FERA,--,--,--,--,--,--,--,--,--,--
Zach LaVine,Min,PG,DTD,WEIS,--,--,--,--,--,--,--,--,--,--
James Young*,Bos,SG,O,"",--,--,--,--,--,--,--,--,--,--
Clint Capela*,Hou,C,O,"",--,--,--,--,--,--,--,--,--,--
Jusuf Nurkic,Den,C,"","",--,--,--,--,--,--,--,--,--,--
Thanasis Antetokounmpo,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Damien Inglis,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Bryce Cotton,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Shayne Whittington,Ind,C,"","",--,--,--,--,--,--,--,--,--,--
Damjan Rudez,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Patric Young,Nor,C,"","",--,--,--,--,--,--,--,--,--,--
Eric Moreland,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
Will Cherry,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Alex Kirk,Cle,C,"","",--,--,--,--,--,--,--,--,--,--
Sim Bhullar,Sac,C,"","",--,--,--,--,--,--,--,--,--,--
Jack Cooley,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Tarik Black,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Mitchell Watt,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Aaron Craft,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
James Michael McAdoo,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Travis Wear,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Langston Galloway,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Khem Birch,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Andre Dawkins,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Keith Appling,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Jabari Brown,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
David Wear,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
David Stockton,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Jarell Eddie,Wsh,SG,"","",--,--,--,--,--,--,--,--,--,--
Zoran Dragic,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
JaKarr Sampson,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Jerrelle Benimon,Uta,PF,"","",--,--,--,--,--,--,--,--,--,--
Drew Gordon,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Joe Young,Ind,PG,"","",--,--,--,--,--,--,--,--,--,--
Jerian Grant,Chi,PG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Brown,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
Pat Connaughton,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Darrun Hilliard,Det,SF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Harvey,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Marcus Thornton,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Aaron White,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Branden Dawson,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Rakeem Christmas,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Cady Lalanne,SA,C,"","",--,--,--,--,--,--,--,--,--,--
Sir'Dominic Pointer,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Olivier Hanlan,SA,PG,"","",--,--,--,--,--,--,--,--,--,--
J.P. Tokoto,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Justin Anderson,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
R.J. Hunter,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Richaun Holmes,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Mario Hezonja,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Daniel Diez,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Cameron Payne,OKC,PG,"","",--,--,--,--,--,--,--,--,--,--
Delon Wright*,Tor,PG,O,"",--,--,--,--,--,--,--,--,--,--
Bobby Portis,Chi,PF,"","",--,--,--,--,--,--,--,--,--,--
Dakari Johnson,OKC,C,"","",--,--,--,--,--,--,--,--,--,--
Jordan Mickey,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Kelly Oubre Jr.,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Stanley Johnson,Det,SF,"","",--,--,--,--,--,--,--,--,--,--
Tyus Jones,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
Devin Booker,Pho,SG,"",AUST,--,--,--,--,--,--,--,--,--,--
Karl-Anthony Towns,Min,C,"",JCOH,--,--,--,--,--,--,--,--,--,--
Rashad Vaughn*,Mil,SG,O,"",--,--,--,--,--,--,--,--,--,--
Chris McCullough,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Nikola Milutinov,SA,C,"","",--,--,--,--,--,--,--,--,--,--
Arturas Gudaitis,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Cedi Osman,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Juan Vaulet,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Luka Mitrovic,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Dimitrios Agravanis,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Nikola Radicevic,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Satnam Singh Bhamara,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Marcus Eriksson,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Cristiano Felicio,Chi,PF,"","",--,--,--,--,--,--,--,--,--,--
Luis Montero,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Aaron Harrison,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
Boban Marjanovic,Det,C,"","",--,--,--,--,--,--,--,--,--,--
Duje Dukan,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Maurice Daly Ndour,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Cliff Alexander,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Salah Mejri,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Treveon Graham,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
J.J. O'Brien,Mil,SF,"","",--,--,--,--,--,--,--,--,--,--
Marcelo Huertas,LAL,PG,"","",--,--,--,--,--,--,--,--,--,--
Coty Clarke,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Christian Wood,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
Axel Toupane,Den,SG,"","",--,--,--,--,--,--,--,--,--,--
Alex Stepheson,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Briante Weber,Mia,PG,"","",--,--,--,--,--,--,--,--,--,--
Michael Cobbins,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Julian Washburn,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Eric Atkins,Uta,PG,"","",--,--,--,--,--,--,--,--,--,--
Alan Williams,Pho,C,"","",--,--,--,--,--,--,--,--,--,--
Xavier Munford,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Michael Gbinije,Det,SG,DTD,"",--,--,--,--,--,--,--,--,--,--
Abdel Nader,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Jake Layman,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Marcus Paige,Uta,SG,"","",--,--,--,--,--,--,--,--,--,--
Brice Johnson*,LAC,PF,O,"",--,--,--,--,--,--,--,--,--,--
Taurean Prince,Atl,SF,"","",--,--,--,--,--,--,--,--,--,--
Georges Niang,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Cousins,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Kris Dunn,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
A.J. Hammons,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Denzel Valentine,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Tyrone Wallace,Uta,SG,"","",--,--,--,--,--,--,--,--,--,--
Demetrius Jackson,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
DeAndre Bembry,Atl,PF,DTD,"",--,--,--,--,--,--,--,--,--,--
Kay Felder,Cle,PG,"","",--,--,--,--,--,--,--,--,--,--
Damian Jones,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Ulis,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Ben Bentil,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Whitehead,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Wade Baldwin IV,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Daniel Hamilton,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Chinanu Onuaku,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Domantas Sabonis,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Zhou Qi,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Timothe Luwawu-Cabarrot,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Paul Zipser,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Rade Zagorac,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Petr Cornelie,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Henry Ellenson,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Ben Simmons*,Phi,PF,O,JCOH,--,--,--,--,--,--,--,--,--,--
Marquese Chriss,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Dejounte Murray,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Malik Beasley,Den,SG,"","",--,--,--,--,--,--,--,--,--,--
Cheick Diallo,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Furkan Korkmaz,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Malachi Richardson,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Stephen Zimmerman,Orl,C,"","",--,--,--,--,--,--,--,--,--,--
Skal Labissiere,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Deyonta Davis*,Mem,PF,O,"",--,--,--,--,--,--,--,--,--,--
Dragan Bender,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Ante Zizic,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Thon Maker,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Guerschon Yabusele,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Isaia Cordinier,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Georgios Papagiannis,Sac,C,"","",--,--,--,--,--,--,--,--,--,--
Wang Zhelin,Mem,C,"","",--,--,--,--,--,--,--,--,--,--
David Michineau,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Marshall Plumlee,NY,C,"","",--,--,--,--,--,--,--,--,--,--
Dorian Finney-Smith,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Mindaugas Kuzminskas,NY,PF,DTD,"",--,--,--,--,--,--,--,--,--,--
Bryn Forbes,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Jonathan Gibson,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Malcolm Delaney,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Nicolas Brussino,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Ron Baker,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Daniel Ochefu,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Troy Williams,Mem,SF,"","",--,--,--,--,--,--,--,--,--,--
Derrick Jones Jr.,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Nicolas Laprovittola,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Kyle Wiltjer,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Sheldon McClellan,Wsh,SG,"","",--,--,--,--,--,--,--,--,--,--
Yogi Ferrell,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Danuel House Jr.*,Wsh,SG,O,"",--,--,--,--,--,--,--,--,--,--
Tim Quarterman,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
